,Player,final_team,Pos,G,MP,PER,TS%,3PAr,TRB%,USG%,OWS,DWS,Height,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
387,Patrick Patterson,LAC,PF,0.871859296482412,0.4729411764705882,0.5106837606837606,0.7012987012987013,0.65,0.25486486486486487,0.30048192771084337,0.2503805175038052,0.27977315689981097,0.5499999999999998,0.24,0.17,0.16,0.09,0.09,0.06,0.06,0.04,0.2,0.17,0.13,0.08,0.12,0.11,0.14,0.25
388,Justin Patton,OKC,C,0.020100502512562814,0.08147058823529413,0.4702991452991453,0.5324675324675324,0.32,0.30864864864864866,0.4797590361445783,0.15525114155251143,0.01890359168241966,0.6999999999999998,0.39,0.06,0.13,0.29,0.26,0.04,0.07,0.06,0.25,0.22,0.32,0.17,0.0,0.14,0.46,0.3
389,Chris Paul,OKC,PG,0.8040201005025126,0.8608823529411765,0.7995726495726496,0.7662337662337662,0.39,0.22567567567567567,0.5893975903614458,0.6971080669710807,0.555765595463138,0.1999999999999999,0.42,0.18,0.16,0.29,0.26,0.23,0.25,0.02,0.2,0.15,0.75,0.17,0.04,0.3,0.17,0.51
390,Cameron Payne,PHO,PG,0.4020100502512563,0.403235294117647,0.5361111111111111,0.6363636363636364,0.41,0.17,0.47132530120481925,0.17427701674277019,0.1058601134215501,0.1999999999999999,0.37,0.16,0.15,0.22,0.22,0.06,0.07,0.02,0.15,0.12,0.44,0.12,0.08,0.24,0.22,0.34
391,Elfrid Payton,NYK,PG,0.7638190954773869,0.7758823529411766,0.6275641025641026,0.6493506493506493,0.16,0.2227027027027027,0.49662650602409636,0.24657534246575347,0.28733459357277885,0.3000000000000001,0.36,0.05,0.06,0.33,0.3,0.11,0.17,0.04,0.18,0.15,0.66,0.12,0.1,0.33,0.16,0.36
392,Gary Payton,WAS,PG,0.1507537688442211,0.2917647058823529,0.5331196581196581,0.6103896103896104,0.37,0.2686486486486486,0.3710843373493976,0.15829528158295283,0.06427221172022683,0.3000000000000001,0.29,0.07,0.1,0.19,0.18,0.03,0.06,0.06,0.19,0.18,0.32,0.19,0.12,0.19,0.29,0.25
393,Norvel Pelle,PHI,C,0.05778894472361809,0.20588235294117646,0.5170940170940171,0.6883116883116883,0.02,0.4621621621621622,0.32289156626506027,0.14459665144596653,0.11342155009451796,0.65,0.21,0.0,0.0,0.23,0.21,0.06,0.12,0.08,0.34,0.31,0.09,0.03,1.0,0.33,0.53,0.22
394,Mason Plumlee,DEN,C,0.9522613065326633,0.5761764705882354,0.6711538461538462,0.7532467532467532,0.01,0.4354054054054054,0.41325301204819276,0.3493150684931507,0.41209829867674863,0.6999999999999998,0.26,0.0,0.01,0.33,0.26,0.16,0.28,0.09,0.3,0.29,0.36,0.11,0.33,0.29,0.28,0.34
395,Jakob Poeltl,SAS,C,0.6984924623115578,0.4058823529411764,0.6641025641025641,0.8181818181818181,0.0,0.43432432432432433,0.3236144578313253,0.3592085235920853,0.332703213610586,0.8000000000000002,0.23,0.0,0.0,0.32,0.23,0.07,0.14,0.12,0.25,0.29,0.17,0.08,0.46,0.19,0.29,0.3
396,Vincent Poirier,BOS,C,0.052763819095477386,0.09529411764705883,0.5641025641025641,0.6753246753246753,0.06,0.4783783783783784,0.3710843373493976,0.16742770167427704,0.056710775047258986,0.7500000000000003,0.27,0.0,0.02,0.27,0.26,0.1,0.1,0.1,0.35,0.34,0.19,0.05,0.5,0.27,0.42,0.29
397,Shamorie Ponds,TOR,PG,0.007537688442211055,0.00235294117647059,1.0,0.987012987012987,0.4,0.12972972972972974,0.5493975903614458,0.16742770167427704,0.01890359168241966,0.15000000000000005,0.43,0.21,0.18,0.4,0.29,0.36,0.36,0.0,0.11,0.07,0.51,0.0,0.54,0.0,0.4,0.71
398,Jordan Poole,GSW,SG,0.1407035175879397,0.5788235294117647,0.4465811965811966,0.5844155844155844,0.53,0.13513513513513514,0.5084337349397591,0.03805175038051751,0.0945179584120983,0.3499999999999999,0.39,0.17,0.21,0.16,0.19,0.15,0.19,0.01,0.13,0.09,0.31,0.08,0.06,0.23,0.16,0.36
399,Kevin Porter,CLE,SF,0.12311557788944724,0.605,0.5235042735042735,0.7012987012987013,0.38,0.20810810810810812,0.4939759036144578,0.13698630136986303,0.1323251417769376,0.3499999999999999,0.36,0.13,0.14,0.26,0.23,0.13,0.17,0.02,0.18,0.14,0.27,0.12,0.1,0.32,0.26,0.39
400,Michael Porter,DEN,PF,0.135678391959799,0.4044117647058824,0.7158119658119658,0.8051948051948051,0.38,0.4351351351351352,0.5373493975903615,0.29680365296803657,0.22684310018903595,0.65,0.43,0.19,0.16,0.33,0.26,0.13,0.16,0.07,0.32,0.29,0.14,0.09,0.23,0.22,0.25,0.52
401,Otto Porter,CHI,SF,0.7562814070351759,0.8297058823529412,0.6455128205128206,0.7662337662337662,0.39,0.28324324324324324,0.41493975903614455,0.4573820395738204,0.48015122873345933,0.5499999999999998,0.34,0.16,0.13,0.26,0.21,0.08,0.11,0.04,0.22,0.19,0.17,0.13,0.12,0.11,0.15,0.39
402,Bobby Portis,NYK,C,0.7889447236180904,0.5223529411764706,0.6331196581196581,0.6883116883116883,0.25,0.4202702702702703,0.5395180722891566,0.23363774733637752,0.23629489603024575,0.65,0.44,0.13,0.12,0.36,0.32,0.11,0.14,0.08,0.31,0.29,0.17,0.08,0.1,0.21,0.2,0.45
403,Kristaps Porzingis,DAL,PF,0.6080402010050251,0.8388235294117647,0.6931623931623931,0.7012987012987013,0.32,0.35783783783783785,0.6349397590361446,0.31050228310502287,0.4725897920604915,0.8999999999999998,0.49,0.16,0.16,0.36,0.33,0.22,0.28,0.06,0.29,0.24,0.13,0.07,0.48,0.22,0.23,0.54
404,Dwight Powell,DAL,C,0.8567839195979899,0.4994117647058823,0.6805555555555556,0.8181818181818181,0.18,0.37081081081081085,0.39518072289156625,0.4337899543378996,0.3440453686200378,0.65,0.27,0.05,0.05,0.31,0.22,0.18,0.24,0.08,0.25,0.25,0.14,0.11,0.19,0.14,0.25,0.38
405,Norman Powell,TOR,SG,0.7688442211055276,0.47323529411764714,0.569871794871795,0.7272727272727273,0.42,0.19027027027027027,0.475421686746988,0.22907153729071542,0.2892249527410208,0.3000000000000001,0.37,0.15,0.16,0.25,0.21,0.14,0.17,0.02,0.17,0.13,0.2,0.11,0.08,0.21,0.19,0.42
406,Chasson Randle,GSW,PG,0.1934673366834171,0.32941176470588235,0.5305555555555556,0.7272727272727273,0.51,0.12324324324324323,0.4134939759036145,0.18569254185692544,0.04914933837429112,0.2500000000000003,0.29,0.17,0.15,0.14,0.14,0.16,0.2,0.01,0.1,0.09,0.35,0.11,0.06,0.23,0.28,0.35
407,Julius Randle,NYK,PF,0.9371859296482412,0.7802941176470588,0.6707264957264958,0.7142857142857143,0.11,0.447027027027027,0.5908433734939759,0.32572298325722987,0.389413988657845,0.5499999999999998,0.42,0.04,0.05,0.43,0.37,0.24,0.33,0.08,0.35,0.31,0.28,0.08,0.12,0.34,0.24,0.5
408,Josh Reaves,DAL,SG,0.007537688442211055,0.12735294117647059,0.4166666666666667,0.5194805194805195,0.22,0.15135135135135133,0.363855421686747,0.15981735159817353,0.01890359168241966,0.3499999999999999,0.31,0.0,0.07,0.26,0.26,0.14,0.14,0.03,0.11,0.11,0.33,0.0,0.0,0.0,0.39,0.26
409,Cam Reddish,ATL,SF,0.14321608040201006,0.7079411764705883,0.48504273504273504,0.6493506493506493,0.45,0.20270270270270271,0.4554216867469879,0.06849315068493152,0.17013232514177695,0.5499999999999998,0.36,0.15,0.16,0.19,0.19,0.13,0.17,0.02,0.18,0.14,0.16,0.12,0.15,0.26,0.19,0.36
410,JJ Redick,NOP,SG,0.8994974874371859,0.7711764705882352,0.629059829059829,0.8051948051948051,0.55,0.11648648648648648,0.5248192771084338,0.4901065449010655,0.2684310018903592,0.3000000000000001,0.41,0.28,0.22,0.2,0.19,0.19,0.21,0.01,0.11,0.08,0.21,0.05,0.02,0.18,0.13,0.52
411,Naz Reid,MIN,C,0.0728643216080402,0.4067647058823529,0.6196581196581197,0.6493506493506493,0.4,0.3567567567567567,0.5783132530120482,0.17503805175038056,0.1323251417769376,0.6000000000000002,0.49,0.19,0.19,0.31,0.3,0.14,0.22,0.07,0.27,0.25,0.21,0.11,0.31,0.17,0.38,0.49
412,Josh Richardson,PHI,SG,0.7864321608040201,0.8247058823529412,0.5611111111111111,0.7012987012987013,0.41,0.15432432432432433,0.4404819277108434,0.27549467275494677,0.45746691871455575,0.40000000000000036,0.34,0.15,0.14,0.21,0.2,0.11,0.14,0.02,0.12,0.11,0.27,0.11,0.17,0.2,0.18,0.37
413,Austin Rivers,HOU,SG,0.8668341708542714,0.703235294117647,0.517948717948718,0.6883116883116883,0.47,0.1262162162162162,0.43373493975903615,0.23059360730593612,0.21550094517958415,0.3000000000000001,0.34,0.16,0.16,0.2,0.18,0.1,0.14,0.01,0.11,0.08,0.25,0.09,0.06,0.18,0.19,0.36
414,Andre Roberson,OKC,SG,0.48743718592964824,0.6835294117647059,0.5047008547008547,0.6883116883116883,0.36,0.2583783783783784,0.2327710843373494,0.2549467275494673,0.41398865784499056,0.5,0.19,0.06,0.07,0.16,0.12,0.04,0.08,0.05,0.18,0.17,0.1,0.12,0.23,0.09,0.2,0.19
415,Duncan Robinson,MIA,SG,0.2185929648241206,0.6991176470588236,0.5525641025641026,0.8571428571428572,0.86,0.1635135135135135,0.37734939759036146,0.393455098934551,0.27599243856332706,0.5,0.31,0.35,0.28,0.06,0.04,0.06,0.07,0.0,0.15,0.11,0.13,0.06,0.06,0.12,0.19,0.4
416,Glenn Robinson,PHI,SF,0.6155778894472361,0.47970588235294126,0.5358974358974359,0.7012987012987013,0.34,0.21486486486486486,0.3534939759036145,0.21917808219178084,0.1550094517958412,0.4500000000000002,0.29,0.1,0.09,0.21,0.19,0.08,0.11,0.04,0.17,0.15,0.12,0.09,0.08,0.1,0.12,0.31
417,Jerome Robinson,WAS,SG,0.23869346733668342,0.31941176470588234,0.43632478632478633,0.6103896103896104,0.5,0.18432432432432433,0.38987951807228916,0.13470319634703198,0.09640831758034027,0.3499999999999999,0.32,0.15,0.16,0.17,0.16,0.07,0.11,0.01,0.18,0.13,0.23,0.09,0.1,0.18,0.27,0.3
418,Justin Robinson,WAS,PG,0.020100502512562814,0.08147058823529413,0.46794871794871795,0.7012987012987013,0.42,0.15135135135135133,0.3060240963855422,0.15981735159817353,0.01890359168241966,0.1999999999999999,0.24,0.16,0.11,0.08,0.15,0.0,0.0,0.02,0.11,0.11,0.42,0.0,0.15,0.22,0.08,0.23
419,Mitchell Robinson,NYK,C,0.3165829145728643,0.5635294117647058,0.7782051282051283,0.922077922077922,0.0,0.4391891891891892,0.3055421686746988,0.49315068493150693,0.41587901701323254,0.7500000000000003,0.23,0.0,0.0,0.37,0.23,0.12,0.2,0.13,0.26,0.31,0.08,0.11,0.75,0.11,0.33,0.35
420,Isaiah Roby,OKC,SF,0.005025125628140704,0.029411764705882353,0.1282051282051282,0.0,0.0,0.2702702702702703,0.1927710843373494,0.15220700152207003,0.01890359168241966,0.5499999999999998,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.28,0.19,0.0,0.0,0.0,0.32,0.18,0.0
421,Rajon Rondo,LAL,PG,0.7512562814070352,0.7488235294117648,0.5991452991452991,0.6363636363636364,0.28,0.24648648648648647,0.4320481927710843,0.22526636225266364,0.39319470699432896,0.1999999999999999,0.31,0.08,0.09,0.23,0.22,0.04,0.08,0.03,0.21,0.17,0.83,0.15,0.02,0.39,0.16,0.29
422,Derrick Rose,DET,PG,0.6407035175879398,0.7588235294117647,0.6519230769230769,0.6753246753246753,0.14,0.15108108108108106,0.663855421686747,0.2549467275494673,0.14366729678638943,0.2500000000000003,0.51,0.06,0.08,0.48,0.44,0.18,0.21,0.02,0.12,0.11,0.44,0.07,0.06,0.31,0.09,0.53
423,Terrence Ross,ORL,SG,0.8140703517587939,0.6761764705882354,0.5861111111111111,0.7142857142857143,0.55,0.17297297297297298,0.5016867469879518,0.26484018264840187,0.3459357277882798,0.4500000000000002,0.41,0.23,0.22,0.2,0.18,0.1,0.12,0.01,0.16,0.12,0.13,0.12,0.12,0.14,0.14,0.44
424,Terry Rozier,CHO,PG,0.8391959798994975,0.5885294117647059,0.5581196581196581,0.6363636363636364,0.45,0.25108108108108107,0.4710843373493976,0.2382039573820396,0.3799621928166351,0.1999999999999999,0.38,0.19,0.18,0.19,0.2,0.11,0.13,0.03,0.2,0.16,0.34,0.11,0.06,0.19,0.13,0.38
425,Ricky Rubio,PHO,PG,0.9045226130653267,0.8144117647058823,0.6365384615384616,0.6883116883116883,0.32,0.2137837837837838,0.4860240963855422,0.3652968036529681,0.4933837429111531,0.3000000000000001,0.32,0.1,0.1,0.21,0.21,0.21,0.24,0.02,0.18,0.14,0.71,0.17,0.02,0.34,0.19,0.36
426,D'Angelo Russell,MIN,PG,0.7939698492462312,0.7752941176470588,0.6408119658119659,0.6753246753246753,0.43,0.18540540540540543,0.6903614457831325,0.19939117199391174,0.2514177693761815,0.3499999999999999,0.53,0.24,0.23,0.32,0.3,0.15,0.2,0.02,0.16,0.13,0.52,0.12,0.04,0.4,0.15,0.55
427,Domantas Sabonis,IND,PF,0.7286432160804021,0.673235294117647,0.6420940170940171,0.7272727272727273,0.13,0.4518918918918919,0.5024096385542169,0.33637747336377477,0.5141776937618148,0.6999999999999998,0.36,0.03,0.04,0.39,0.32,0.17,0.23,0.08,0.35,0.31,0.29,0.07,0.12,0.3,0.26,0.43
428,Luka Samanic,SAS,PF,0.005025125628140704,0.3920588235294118,0.4807692307692308,0.5844155844155844,0.5,0.30270270270270266,0.42891566265060244,0.15981735159817353,0.01890359168241966,0.65,0.33,0.17,0.17,0.1,0.17,0.12,0.16,0.02,0.28,0.21,0.36,0.0,0.33,0.18,0.28,0.3
429,JaKarr Sampson,IND,SF,0.3316582914572864,0.38617647058823534,0.5222222222222223,0.7142857142857143,0.17,0.2748648648648649,0.37060240963855423,0.16286149162861494,0.09640831758034027,0.5,0.27,0.04,0.05,0.27,0.22,0.12,0.18,0.04,0.21,0.18,0.11,0.08,0.23,0.18,0.29,0.31
430,Dario Saric,PHO,PF,0.7663316582914573,0.6994117647058824,0.5918803418803419,0.7272727272727273,0.43,0.3454054054054054,0.4915662650602409,0.2838660578386606,0.3648393194706995,0.65,0.38,0.16,0.16,0.24,0.21,0.14,0.17,0.06,0.26,0.23,0.23,0.07,0.06,0.26,0.19,0.42
431,Tomas Satoransky,CHI,PG,0.6884422110552764,0.6064705882352941,0.5730769230769232,0.7272727272727273,0.3,0.19675675675675677,0.3419277108433735,0.3523592085235921,0.22873345935727793,0.5,0.25,0.09,0.08,0.2,0.17,0.11,0.13,0.04,0.14,0.13,0.5,0.12,0.04,0.22,0.18,0.29
432,Admiral Schofield,WAS,SF,0.08040201005025126,0.24941176470588236,0.423076923076923,0.6493506493506493,0.66,0.1891891891891892,0.28674698795180725,0.16742770167427704,0.03780718336483932,0.40000000000000036,0.25,0.15,0.16,0.1,0.08,0.06,0.09,0.02,0.16,0.12,0.13,0.05,0.06,0.07,0.3,0.24
433,Dennis Schroder,OKC,PG,0.9271356783919598,0.7558823529411766,0.6254273504273504,0.6883116883116883,0.29,0.16675675675675675,0.6653012048192771,0.22831050228310504,0.40453686200378075,0.1999999999999999,0.5,0.14,0.14,0.38,0.36,0.18,0.22,0.02,0.14,0.11,0.5,0.09,0.06,0.37,0.17,0.52
434,Mike Scott,PHI,PF,0.7914572864321608,0.4194117647058824,0.5399572649572649,0.7142857142857143,0.48,0.2827027027027027,0.39710843373493976,0.24048706240487067,0.20793950850661627,0.5,0.32,0.17,0.15,0.2,0.17,0.06,0.08,0.04,0.22,0.19,0.15,0.05,0.08,0.14,0.21,0.35
435,Thabo Sefolosha,HOU,PF,0.6658291457286433,0.4970588235294117,0.5544871794871795,0.7272727272727273,0.4,0.2835135135135135,0.31180722891566265,0.2123287671232877,0.41209829867674863,0.4500000000000002,0.24,0.09,0.09,0.18,0.15,0.07,0.1,0.03,0.24,0.19,0.16,0.17,0.15,0.14,0.15,0.27
436,Collin Sexton,CLE,SG,0.36683417085427134,0.871470588235294,0.5897435897435898,0.7012987012987013,0.24,0.13864864864864865,0.628433734939759,0.22602739726027402,0.0,0.1999999999999999,0.48,0.13,0.11,0.39,0.37,0.18,0.22,0.02,0.1,0.09,0.26,0.07,0.02,0.29,0.16,0.52
437,Landry Shamet,LAC,SG,0.32914572864321606,0.646470588235294,0.5049145299145299,0.7662337662337662,0.73,0.10189189189189189,0.34602409638554216,0.27168949771689505,0.15879017013232513,0.3499999999999999,0.29,0.25,0.21,0.08,0.08,0.09,0.11,0.01,0.1,0.07,0.18,0.05,0.06,0.11,0.2,0.34
438,Marial Shayok,PHI,SG,0.007537688442211055,0.12735294117647059,0.32264957264957267,0.5194805194805195,0.5,0.372972972972973,0.6216867469879518,0.15220700152207003,0.01890359168241966,0.40000000000000036,0.43,0.21,0.21,0.06,0.21,0.23,0.28,0.03,0.32,0.26,0.08,0.0,0.21,0.46,0.32,0.36
439,Iman Shumpert,BRK,SG,0.5477386934673367,0.626764705882353,0.47286324786324785,0.6493506493506493,0.54,0.19243243243243244,0.3327710843373494,0.17732115677321159,0.2381852551984877,0.40000000000000036,0.26,0.13,0.14,0.12,0.12,0.06,0.08,0.02,0.16,0.13,0.19,0.12,0.08,0.17,0.19,0.25
440,Pascal Siakam,TOR,PF,0.6909547738693468,0.6882352941176471,0.6316239316239316,0.7402597402597402,0.22,0.3172972972972973,0.46650602409638553,0.36834094368340947,0.5482041587901701,0.6000000000000002,0.38,0.1,0.1,0.36,0.28,0.16,0.2,0.05,0.25,0.21,0.25,0.09,0.21,0.23,0.21,0.45
441,Chris Silva,MIA,PF,0.10804020100502512,0.1526470588235294,0.6623931623931625,0.8441558441558442,0.04,0.5513513513513513,0.4120481927710844,0.21308980213089804,0.11342155009451796,0.5499999999999998,0.23,0.0,0.01,0.31,0.21,0.2,0.31,0.18,0.28,0.37,0.18,0.08,0.48,0.36,0.54,0.35
442,Ben Simmons,PHI,PG,0.542713567839196,0.9311764705882352,0.7224358974358975,0.7532467532467532,0.01,0.3524324324324324,0.5267469879518072,0.482496194824962,0.773156899810964,0.65,0.35,0.0,0.0,0.44,0.35,0.17,0.28,0.06,0.27,0.24,0.67,0.15,0.17,0.41,0.18,0.43
443,Anfernee Simons,POR,SG,0.2236180904522613,0.44117647058823534,0.49508547008547016,0.6623376623376623,0.43,0.14513513513513515,0.4804819277108434,0.15981735159817353,0.034026465028355386,0.3000000000000001,0.38,0.14,0.16,0.22,0.21,0.1,0.13,0.02,0.13,0.1,0.19,0.05,0.04,0.18,0.21,0.37
444,Alen Smailagic,GSW,PF,0.032663316582914576,0.21352941176470588,0.6025641025641025,0.7922077922077921,0.32,0.28378378378378377,0.43855421686746987,0.17503805175038056,0.03780718336483932,0.65,0.29,0.06,0.09,0.28,0.19,0.22,0.28,0.07,0.18,0.19,0.26,0.06,0.23,0.32,0.22,0.39
445,Marcus Smart,BOS,SG,0.8366834170854272,0.7844117647058824,0.5547008547008547,0.6623376623376623,0.52,0.18081081081081082,0.4253012048192771,0.23135464231354644,0.5349716446124764,0.3000000000000001,0.31,0.14,0.16,0.14,0.15,0.14,0.17,0.03,0.14,0.12,0.42,0.17,0.1,0.24,0.2,0.32
446,Dennis Smith,NYK,PG,0.38944723618090454,0.6932352941176471,0.5373931623931624,0.6103896103896104,0.31,0.1791891891891892,0.6320481927710844,0.03957382039573821,0.224952741020794,0.2500000000000003,0.46,0.13,0.15,0.31,0.31,0.13,0.2,0.03,0.14,0.12,0.49,0.12,0.08,0.4,0.19,0.43
447,Ish Smith,WAS,PG,0.9120603015075377,0.6708823529411765,0.5991452991452991,0.6363636363636364,0.18,0.17972972972972973,0.5026506024096385,0.23744292237442927,0.27788279773156904,0.15000000000000005,0.4,0.06,0.08,0.34,0.32,0.09,0.12,0.02,0.16,0.12,0.56,0.09,0.08,0.23,0.15,0.38
448,JR Smith,LAL,SG,0.5376884422110553,0.755,0.4967948717948718,0.6753246753246753,0.64,0.1454054054054054,0.3787951807228916,0.25875190258751907,0.2816635160680529,0.4500000000000002,0.31,0.21,0.2,0.11,0.11,0.03,0.05,0.01,0.12,0.09,0.17,0.09,0.06,0.11,0.18,0.31
449,Zhaire Smith,PHI,SG,0.03015075376884422,0.245,0.39914529914529917,0.5324675324675324,0.36,0.12837837837837837,0.4404819277108434,0.1560121765601218,0.03780718336483932,0.3000000000000001,0.32,0.13,0.14,0.16,0.18,0.11,0.16,0.02,0.12,0.11,0.23,0.11,0.15,0.22,0.18,0.31
450,Tony Snell,DET,SF,0.8819095477386935,0.6429411764705882,0.48611111111111116,0.7402597402597402,0.6,0.15270270270270273,0.2920481927710843,0.26788432267884327,0.2173913043478261,0.4500000000000002,0.24,0.17,0.14,0.1,0.09,0.04,0.05,0.01,0.13,0.1,0.15,0.06,0.08,0.1,0.14,0.26
451,Omari Spellman,GSW,PF,0.23618090452261306,0.445,0.5797008547008548,0.6883116883116883,0.45,0.352972972972973,0.4074698795180723,0.20167427701674281,0.1323251417769376,0.5499999999999998,0.32,0.14,0.14,0.19,0.18,0.12,0.16,0.09,0.24,0.24,0.16,0.1,0.21,0.2,0.18,0.35
452,Max Strus,CHI,SG,0.002512562814070352,0.009705882352941179,0.9487179487179488,0.948051948051948,0.33,0.24864864864864863,0.5879518072289156,0.15981735159817353,0.01890359168241966,0.40000000000000036,0.5,0.0,0.17,0.75,0.33,0.33,0.33,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.38,0.76
453,Edmond Sumner,IND,PG,0.135678391959799,0.27382352941176474,0.49764957264957266,0.6233766233766234,0.39,0.17027027027027025,0.42216867469879515,0.14916286149162863,0.09640831758034027,0.3499999999999999,0.32,0.1,0.12,0.21,0.19,0.1,0.17,0.03,0.11,0.11,0.29,0.12,0.19,0.2,0.24,0.3
454,Caleb Swanigan,POR,PF,0.18592964824120603,0.17823529411764708,0.42286324786324786,0.6233766233766234,0.1,0.47081081081081083,0.4233734939759036,0.14155251141552513,0.05860113421550094,0.6000000000000002,0.24,0.0,0.02,0.23,0.22,0.09,0.14,0.09,0.36,0.33,0.23,0.07,0.08,0.46,0.44,0.24
455,Jayson Tatum,BOS,PF,0.5628140703517588,0.8570588235294118,0.6502136752136752,0.7402597402597402,0.32,0.2716216216216216,0.5561445783132529,0.3554033485540335,0.7183364839319472,0.5499999999999998,0.43,0.16,0.14,0.32,0.29,0.18,0.23,0.02,0.24,0.19,0.2,0.12,0.19,0.21,0.15,0.49
456,Jeff Teague,ATL,PG,0.8316582914572864,0.8029411764705882,0.6549145299145299,0.7142857142857143,0.27,0.15027027027027026,0.5306024096385542,0.40334855403348563,0.3440453686200378,0.3000000000000001,0.36,0.1,0.1,0.28,0.26,0.23,0.27,0.01,0.13,0.1,0.65,0.12,0.08,0.33,0.16,0.42
457,Garrett Temple,BRK,SG,0.8693467336683417,0.6897058823529413,0.502991452991453,0.6883116883116883,0.53,0.16297297297297297,0.3549397590361446,0.2062404870624049,0.27599243856332706,0.40000000000000036,0.28,0.15,0.15,0.13,0.13,0.08,0.11,0.02,0.14,0.11,0.22,0.12,0.12,0.16,0.2,0.29
458,Daniel Theis,BOS,C,0.4849246231155779,0.43852941176470583,0.6561965811965813,0.8051948051948051,0.24,0.3940540540540541,0.36698795180722893,0.36073059360730597,0.38374291115311904,0.5499999999999998,0.27,0.06,0.06,0.29,0.21,0.12,0.16,0.09,0.26,0.27,0.2,0.08,0.38,0.16,0.36,0.35
459,Isaiah Thomas,WAS,PG,0.6055276381909548,0.7941176470588235,0.7100427350427352,0.7272727272727273,0.41,0.12054054054054054,0.723132530120482,0.6050228310502284,0.27599243856332706,0.0,0.53,0.22,0.21,0.34,0.32,0.35,0.4,0.02,0.1,0.08,0.51,0.08,0.02,0.36,0.15,0.64
460,Khyri Thomas,DET,SG,0.0829145728643216,0.14294117647058824,0.4096153846153846,0.5454545454545454,0.58,0.12135135135135136,0.4053012048192771,0.14611872146118723,0.04725897920604915,0.3000000000000001,0.33,0.15,0.19,0.12,0.15,0.08,0.11,0.01,0.1,0.08,0.11,0.12,0.1,0.11,0.27,0.28
461,Lance Thomas,BRK,SF,0.5778894472361809,0.4964705882352942,0.4570512820512821,0.6753246753246753,0.39,0.18891891891891893,0.3197590361445783,0.19482496194824964,0.1058601134215501,0.5499999999999998,0.25,0.1,0.09,0.15,0.15,0.1,0.11,0.03,0.15,0.13,0.1,0.06,0.04,0.14,0.21,0.26
462,Matt Thomas,TOR,SG,0.10050251256281408,0.23705882352941177,0.576923076923077,0.8441558441558442,0.66,0.19729729729729728,0.4,0.21308980213089804,0.1323251417769376,0.3499999999999999,0.34,0.29,0.22,0.12,0.11,0.04,0.06,0.02,0.18,0.14,0.13,0.06,0.0,0.14,0.19,0.42
463,Tristan Thompson,CLE,C,0.7839195979899497,0.7291176470588235,0.6318376068376069,0.7532467532467532,0.01,0.49513513513513513,0.3320481927710843,0.439117199391172,0.3534971644612477,0.6000000000000002,0.24,0.0,0.0,0.29,0.23,0.11,0.19,0.12,0.3,0.33,0.13,0.06,0.19,0.14,0.18,0.29
464,Sindarius Thornwell,NOP,SG,0.34673366834170855,0.23970588235294119,0.4403846153846154,0.6493506493506493,0.28,0.1908108108108108,0.2845783132530121,0.15296803652968038,0.1342155009451796,0.3499999999999999,0.19,0.06,0.06,0.14,0.14,0.11,0.17,0.03,0.15,0.13,0.16,0.14,0.15,0.19,0.25,0.22
465,Matisse Thybulle,PHI,SG,0.16080402010050251,0.5038235294117648,0.5064102564102564,0.7012987012987013,0.59,0.12432432432432432,0.26987951807228916,0.18264840182648404,0.39697542533081287,0.40000000000000036,0.21,0.13,0.12,0.1,0.09,0.04,0.06,0.04,0.08,0.08,0.17,0.21,0.27,0.17,0.25,0.21
466,Anthony Tolliver,MEM,PF,0.8417085427135679,0.49264705882352944,0.5132478632478633,0.7532467532467532,0.78,0.23756756756756756,0.31349397590361444,0.28462709284627097,0.19092627599243855,0.5499999999999998,0.25,0.21,0.19,0.07,0.06,0.08,0.11,0.03,0.19,0.16,0.13,0.06,0.12,0.12,0.18,0.29
467,Juan Toscano-Anderson,GSW,SF,0.03015075376884422,0.5367647058823529,0.49358974358974367,0.6883116883116883,0.36,0.2810810810810811,0.3060240963855422,0.15220700152207003,0.056710775047258986,0.4500000000000002,0.23,0.08,0.09,0.18,0.15,0.02,0.04,0.03,0.24,0.19,0.27,0.14,0.15,0.23,0.25,0.23
468,Karl-Anthony Towns,MIN,C,0.8969849246231156,0.9326470588235294,0.8277777777777777,0.8051948051948051,0.22,0.5221621621621622,0.6332530120481928,0.7587519025875191,0.5633270321361058,0.6999999999999998,0.46,0.12,0.11,0.46,0.36,0.24,0.29,0.09,0.38,0.34,0.23,0.07,0.33,0.29,0.22,0.6
469,Gary Trent,POR,SG,0.1884422110552764,0.48,0.5290598290598291,0.7142857142857143,0.57,0.11297297297297297,0.3990361445783132,0.2899543378995434,0.06805293005671077,0.40000000000000036,0.34,0.22,0.2,0.14,0.14,0.05,0.07,0.02,0.09,0.08,0.13,0.09,0.08,0.07,0.14,0.36
470,Allonzo Trier,NYK,PG,0.2185929648241206,0.5064705882352941,0.566880341880342,0.7532467532467532,0.32,0.17864864864864866,0.5173493975903615,0.19254185692541861,0.09262759924385633,0.3499999999999999,0.36,0.11,0.11,0.27,0.25,0.24,0.3,0.02,0.16,0.13,0.25,0.06,0.08,0.32,0.19,0.44
